"TEXT";"CODE";"ZUSATZZIFFER";"GEMEINDE";"KANTON";"E";"N"
"Neunkirch";8213;0;"Neunkirch";"SH";8.498;47.690
"Neuwilen";8566;0;"Kemmental";"TG";9.132;47.619
"Neuägeri";6314;1;"Unterägeri";"ZG";8.562;47.152
"Neyruz FR";1740;0;"Neyruz (FR)";"FR";7.065;46.767
"Neyruz-sur-Moudon";1515;1;"Montanaire";"VD";6.787;46.697
"Nidau";2560;0;"Nidau";"BE";7.240;47.125
"Nidfurn";8772;0;"Glarus Süd";"GL";9.051;46.986
"Niederbipp";4704;0;"Niederbipp";"BE";7.701;47.268
"Niederbuchsiten";4626;0;"Niederbuchsiten";"SO";7.772;47.294
"Niederbüren";9246;0;"Niederbüren";"SG";9.201;47.463
"Niederdorf";4435;0;"Niederdorf";"BL";7.749;47.409
"Niedergampel";3945;1;"Gampel-Bratsch";"VS";7.710;46.312
"Niedergesteln";3942;2;"Niedergesteln";"VS";7.781;46.310
"Niederglatt SG";9240;2;"Oberuzwil";"SG";9.168;47.429
"Niederglatt ZH";8172;0;"Niederglatt";"ZH";8.494;47.492
"Niedergösgen";5013;0;"Niedergösgen";"SO";7.988;47.377
"Niederhasli";8155;0;"Niederhasli";"ZH";8.482;47.476
"Niederhelfenschwil";9527;0;"Niederhelfenschwil";"SG";9.183;47.478
"Niederhünigen";3504;0;"Niederhünigen";"BE";7.638;46.879
"Niederlenz";5702;0;"Niederlenz";"AG";8.170;47.402
"Niedermuhlern";3087;0;"Niedermuhlern";"BE";7.465;46.861
"Niederneunforn";8525;0;"Neunforn";"TG";8.778;47.595
"Niederrickenbach";6383;2;"Oberdorf (NW)";"NW";8.436;46.921
"Niederried b. Interlaken";3853;0;"Niederried bei Interlaken";"BE";7.929;46.716
"Niederried b. Kallnach";3283;2;"Kallnach";"BE";7.252;47.010
"Niederrohrdorf";5443;0;"Niederrohrdorf";"AG";8.297;47.423
"Niederscherli";3145;0;"Köniz";"BE";7.385;46.885
"Niederstetten";9249;1;"Uzwil";"SG";9.081;47.453
"Niederstocken";3632;2;"Stocken-Höfen";"BE";7.573;46.710
"Niederteufen";9052;0;"Teufen (AR)";"AR";9.363;47.392
"Niederurnen";8867;0;"Glarus Nord";"GL";9.025;47.126
"Niederuzwil";9244;0;"Uzwil";"SG";9.140;47.449
"Niederwald";3989;4;"Niederwald";"VS";8.188;46.436
"Niederwangen b. Bern";3172;0;"Köniz";"BE";7.377;46.923
"Niederweningen";8166;0;"Niederweningen";"ZH";8.373;47.505
"Niederwil AG";5524;0;"Niederwil (AG)";"AG";8.288;47.375
"Niederwil SG";9203;0;"Oberbüren";"SG";9.200;47.439
"Niederwil SO";4523;0;"Riedholz";"SO";7.570;47.249
"Niederönz";3362;0;"Niederönz";"BE";7.686;47.185
"Niederösch";3424;0;"Niederösch";"BE";7.612;47.116
"Nierlet-les-Bois";1772;1;"Ponthaux";"FR";7.057;46.818
"Niouc";3960;4;"Anniviers";"VS";7.552;46.270
"Niva (Vallemaggia)";6683;2;"Campo (Vallemaggia)";"TI";8.531;46.291
"Nivo";6746;2;"Faido";"TI";8.842;46.436
"Nods";2518;0;"Nods";"BE";7.080;47.112
"Noflen BE";3116;3;"Noflen";"BE";7.543;46.805
"Nohl";8212;4;"Laufen-Uhwiesen";"ZH";8.607;47.669
"Noiraigue";2103;0;"Val-de-Travers";"NE";6.723;46.956
"Noréaz";1757;0;"Noréaz";"FR";7.027;46.802
"Nottwil";6207;0;"Nottwil";"LU";8.133;47.134
"Novaggio";6986;0;"Novaggio";"TI";8.859;46.010
"Novalles";1431;2;"Novalles";"VD";6.595;46.828
"Novazzano";6883;0;"Novazzano";"TI";8.985;45.841
"Noville";1845;0;"Noville";"VD";6.898;46.380
"Noës";3976;0;"Sierre";"VS";7.506;46.280
"Nufenen";7437;0;"Nufenen";"GR";9.245;46.540
"Nuglar";4412;0;"Nuglar-St. Pantaleon";"SO";7.698;47.469
"Nunningen";4208;0;"Nunningen";"SO";7.621;47.391
"Nussbaumen AG";5415;0;"Obersiggenthal";"AG";8.296;47.493
"Nussbaumen TG";8537;0;"Hüttwilen";"TG";8.823;47.626
"Nusshof";4453;0;"Nusshof";"BL";7.800;47.491
"Nuvilly";1485;0;"Nuvilly";"FR";6.830;46.784
"Nyon";1260;0;"Nyon";"VD";6.238;46.380
"Näfels";8752;0;"Glarus Nord";"GL";9.057;47.101
"Nänikon";8606;0;"Uster";"ZH";8.692;47.373
"Némiaz (Chamoson)";1955;3;"Chamoson";"VS";7.223;46.212
"Nürensdorf";8309;0;"Nürensdorf";"ZH";8.656;47.449
"Obbürgen";6363;0;"Stansstad";"NW";8.370;46.984
"Oberaach";8587;0;"Amriswil";"TG";9.268;47.560
"Oberarth";6414;0;"Arth";"SZ";8.533;47.053
"Oberbalm";3096;0;"Oberbalm";"BE";7.404;46.873
"Oberbalmberg";4524;3;"Balm bei Günsberg";"SO";7.539;47.264
"Oberbipp";4538;0;"Oberbipp";"BE";7.656;47.260
"Oberbuchsiten";4625;0;"Oberbuchsiten";"SO";7.772;47.310
"Oberburg";3414;0;"Oberburg";"BE";7.621;47.036
"Oberbussnang";9565;2;"Bussnang";"TG";9.089;47.547
"Oberbüren";9245;0;"Oberbüren";"SG";9.164;47.449
"Oberbütschel";3088;2;"Rüeggisberg";"BE";7.459;46.837
"Oberdiessbach";3672;0;"Oberdiessbach";"BE";7.623;46.838
"Oberdorf BL";4436;0;"Oberdorf (BL)";"BL";7.759;47.392
"Oberdorf NW";6370;41;"Oberdorf (NW)";"NW";8.383;46.959
"Oberdorf SO";4515;0;"Oberdorf (SO)";"SO";7.502;47.227
"Oberegg";9413;0;"Oberegg";"AI";9.547;47.420
"Oberegg";9413;0;"Oberegg";"AI";9.578;47.427
"Oberembrach";8425;0;"Oberembrach";"ZH";8.625;47.487
"Oberems";3948;1;"Oberems";"VS";7.689;46.281
"Oberengstringen";8102;0;"Oberengstringen";"ZH";8.466;47.409
"Oberentfelden";5036;0;"Oberentfelden";"AG";8.033;47.358
"Oberflachs";5108;0;"Schinznach";"AG";8.125;47.440
"Oberfrittenbach";3551;0;"Langnau im Emmental";"BE";7.800;46.977
"Obergerlafingen";4564;0;"Obergerlafingen";"SO";7.584;47.161
"Obergesteln";3988;2;"Obergoms";"VS";8.320;46.515
"Oberglatt ZH";8154;0;"Oberglatt";"ZH";8.529;47.480
"Obergoldbach";3434;0;"Landiswil";"BE";7.672;46.960
"Obergösgen";4653;0;"Obergösgen";"SO";7.955;47.362
"Oberhallau";8216;0;"Oberhallau";"SH";8.478;47.704
"Oberhasli";8156;0;"Niederhasli";"ZH";8.494;47.463
"Oberhelfenschwil";9621;0;"Oberhelfenschwil";"SG";9.109;47.354
"Oberhof";5062;0;"Oberhof";"AG";8.002;47.448
"Oberhofen AG";5273;0;"Mettauertal";"AG";8.133;47.554
"Oberhofen TG";8574;2;"Lengwil";"TG";9.192;47.616
"Oberhofen am Thunersee";3653;0;"Oberhofen am Thunersee";"BE";7.675;46.732
"Oberhünigen";3504;2;"Oberhünigen";"BE";7.658;46.879
"Oberiberg";8843;0;"Oberiberg";"SZ";8.786;47.041
"Oberkirch LU";6208;0;"Oberkirch";"LU";8.115;47.158
"Oberkulm";5727;0;"Oberkulm";"AG";8.115;47.298
"Oberlunkhofen";8917;0;"Oberlunkhofen";"AG";8.397;47.312
"Obermumpf";4324;0;"Obermumpf";"AG";7.937;47.529
"Obermutten";7431;2;"Mutten";"GR";9.486;46.670
"Obernau";6012;0;"Kriens";"LU";8.248;47.031
"Oberneunforn";8526;0;"Neunforn";"TG";8.773;47.605
"Oberramsern";4588;2;"Messen";"SO";7.465;47.113
"Oberrickenbach";6387;0;"Wolfenschiessen";"NW";8.424;46.888
"Oberried FR";1724;5;"Le Mouret";"FR";7.189;46.735
"Oberried am Brienzersee";3854;0;"Oberried am Brienzersee";"BE";7.956;46.738
"Oberrieden";8942;0;"Oberrieden";"ZH";8.574;47.272
"Oberriet SG";9463;0;"Oberriet (SG)";"SG";9.570;47.326
"Oberrindal";9604;1;"Jonschwil";"SG";9.118;47.408
"Oberrohrdorf";5452;0;"Oberrohrdorf";"AG";8.322;47.422
"Oberrüti";5647;0;"Oberrüti";"AG";8.396;47.165
"Obersaxen";7134;0;"Obersaxen";"GR";9.100;46.748
"Oberschan";9479;0;"Wartau";"SG";9.472;47.100
"Oberschrot";1716;2;"Oberschrot";"FR";7.273;46.739
"Oberstammheim";8477;0;"Oberstammheim";"ZH";8.798;47.629
"Obersteckholz";4924;0;"Obersteckholz";"BE";7.818;47.199
"Oberstetten";9249;2;"Uzwil";"SG";9.090;47.447
"Oberstocken";3632;3;"Stocken-Höfen";"BE";7.554;46.715
"Oberterzen";8884;0;"Quarten";"SG";9.257;47.099
"Oberthal";3531;0;"Oberthal";"BE";7.684;46.920
"Oberurnen";8868;0;"Glarus Nord";"GL";9.055;47.116
"Oberuzwil";9242;0;"Oberuzwil";"SG";9.119;47.429
"Oberwald";3999;0;"Obergoms";"VS";8.346;46.535
"Oberwangen TG";8374;2;"Fischingen";"TG";8.972;47.427
"Oberwangen b. Bern";3173;0;"Köniz";"BE";7.361;46.915
"Oberweningen";8165;2;"Oberweningen";"ZH";8.407;47.503
"Oberwil (Dägerlen)";8471;3;"Dägerlen";"ZH";8.711;47.571
"Oberwil BL";4104;0;"Oberwil (BL)";"BL";7.548;47.519
"Oberwil b. Büren";3298;0;"Oberwil bei Büren";"BE";7.409;47.127
"Oberwil b. Zug";6317;0;"Zug";"ZG";8.512;47.146
"Oberwil im Simmental";3765;0;"Oberwil im Simmental";"BE";7.432;46.657
"Oberwil-Lieli";8966;0;"Oberwil-Lieli";"AG";8.394;47.338
"Oberägeri";6315;0;"Oberägeri";"ZG";8.613;47.139
"Oberönz";3363;0;"Herzogenbuchsee";"BE";7.697;47.178
"Oberösch";3424;2;"Oberösch";"BE";7.608;47.109
"Obfelden";8912;0;"Obfelden";"ZH";8.419;47.265
"Obstalden";8758;0;"Glarus Nord";"GL";9.154;47.117
"Ochlenberg";3367;2;"Ochlenberg";"BE";7.740;47.150
"Ocourt";2889;0;"Clos du Doubs";"JU";7.077;47.351
"Odogno";6951;12;"Capriasca";"TI";8.968;46.082
"Oekingen";4566;3;"Oekingen";"SO";7.606;47.181
"Oensingen";4702;0;"Oensingen";"SO";7.723;47.287
"Oerlingen";8461;0;"Kleinandelfingen";"ZH";8.673;47.622
"Oeschenbach";4943;0;"Oeschenbach";"BE";7.747;47.101
"Oeschgen";5072;0;"Oeschgen";"AG";8.019;47.523
"Oeschseite";3776;0;"Zweisimmen";"BE";7.342;46.524
"Oetwil am See";8618;0;"Oetwil am See";"ZH";8.726;47.269
"Oetwil an der Limmat";8955;0;"Oetwil an der Limmat";"ZH";8.389;47.431
"Oey";3753;0;"Diemtigen";"BE";7.580;46.658
"Oftringen";4665;0;"Oftringen";"AG";7.933;47.309
"Ogens";1045;0;"Ogens";"VD";6.722;46.711
"Oggio";6955;1;"Capriasca";"TI";8.986;46.071
"Oggio";6955;1;"Capriasca";"TI";8.981;46.069
"Ohmstal";6143;0;"Schötz";"LU";7.954;47.159
"Oleyres";1580;2;"Avenches";"VD";7.038;46.853
"Olivone";6718;0;"Blenio";"TI";8.941;46.529
"Ollon VD";1867;0;"Ollon";"VD";6.994;46.297
"Ollon VS";3971;2;"Chermignon";"VS";7.477;46.273
"Olsberg";4305;0;"Olsberg";"AG";7.783;47.523
"Olten";4600;0;"Olten";"SO";7.911;47.352
"Oltingen";4494;0;"Oltingen";"BL";7.939;47.433
"Onex";1213;3;"Onex";"GE";6.101;46.182
"Onnens FR";1756;0;"La Brillaz";"FR";7.039;46.775
"Onnens VD";1425;0;"Onnens (VD)";"VD";6.686;46.838
"Opfershofen TG";8584;1;"Bürglen (TG)";"TG";9.171;47.560
"Opfertshofen SH";8236;2;"Thayngen";"SH";8.662;47.777
"Opfikon";8152;1;"Opfikon";"ZH";8.581;47.431
"Oppens";1047;0;"Oppens";"VD";6.692;46.714
"Oppikon";9565;3;"Bussnang";"TG";9.060;47.549
"Oppligen";3629;2;"Oppligen";"BE";7.594;46.821
"Orbe";1350;0;"Orbe";"VD";6.533;46.724
"Orges";1430;0;"Orges";"VD";6.588;46.808
"Orient";1341;0;"Le Chenit";"VD";6.238;46.600
"Origlio";6945;0;"Origlio";"TI";8.945;46.051
"Ormalingen";4466;0;"Ormalingen";"BL";7.871;47.473
"Ormône (Savièse)";1965;5;"Savièse";"VS";7.349;46.242
"Orny";1317;0;"Orny";"VD";6.525;46.668
"Oron-la-Ville";1610;0;"Oron";"VD";6.827;46.570
"Oron-le-Châtel";1608;0;"Oron";"VD";6.837;46.574
"Orpund";2552;0;"Orpund";"BE";7.312;47.137
"Orselina";6644;0;"Orselina";"TI";8.800;46.180
"Orsières";1937;0;"Orsières";"VS";7.146;46.031
"Orsonnens";1694;3;"Villorsonnens";"FR";6.993;46.717
"Ortschwaben";3042;0;"Meikirch";"BE";7.399;46.992
"Orvin";2534;0;"Orvin";"BE";7.216;47.159
"Orzens";1413;0;"Orzens";"VD";6.683;46.721
"Oschwand";3476;0;"Ochlenberg";"BE";7.718;47.141
"Osco";6763;0;"Faido";"TI";8.781;46.493
"Osogna";6703;0;"Osogna";"TI";8.987;46.313
"Ospizio Bernina";7710;0;"Poschiavo";"GR";10.02;46.410
"Ossingen";8475;0;"Ossingen";"ZH";8.726;47.609
"Osterfingen";8218;0;"Wilchingen";"SH";8.491;47.663
"Ostermundigen";3072;0;"Ostermundigen";"BE";7.497;46.957
"Otelfingen";8112;0;"Otelfingen";"ZH";8.387;47.461
"Othmarsingen";5504;0;"Othmarsingen";"AG";8.210;47.402
"Ottenbach";8913;0;"Ottenbach";"ZH";8.402;47.278
"Ottikon (Gossau ZH)";8626;0;"Gossau (ZH)";"ZH";8.781;47.295
"Ottikon b. Kemptthal";8307;2;"Illnau-Effretikon";"ZH";8.720;47.434
"Ottoberg";8561;0;"Märstetten";"TG";9.088;47.588
"Oulens-sous-Echallens";1377;0;"Oulens-sous-Echallens";"VD";6.578;46.643
"Oulens-sur-Lucens";1522;9;"Lucens";"VD";6.808;46.704
"Ovronnaz";1911;0;"Leytron";"VS";7.172;46.199
"Pagig";7028;1;"Arosa";"GR";9.635;46.838
"Pailly";1416;0;"Pailly";"VD";6.672;46.699
"Palagnedra";6657;0;"Centovalli";"TI";8.632;46.154
"Palasuit (Liddes)";1945;10;"Liddes";"VS";7.193;45.982
"Palézieux";1607;0;"Oron";"VD";6.837;46.542
"Palézieux-Village";1607;1;"Oron";"VD";6.830;46.556
"Pambio-Noranco";6915;0;"Lugano";"TI";8.931;45.986
"Pampigny";1142;0;"Pampigny";"VD";6.428;46.581
"Panex";1867;3;"Ollon";"VD";7.014;46.311
"Pany";7243;0;"Luzein";"GR";9.769;46.930
"Paradiso";6900;9;"Paradiso";"TI";8.949;45.987
"Parpan";7076;0;"Churwalden";"GR";9.561;46.762
"Parsonz";7464;0;"Riom-Parsonz";"GR";9.569;46.608
"Paspels";7417;0;"Domleschg";"GR";9.444;46.750
"Passugg";7062;0;"Churwalden";"GR";9.549;46.828
"Paudex";1094;0;"Paudex";"VD";6.672;46.506
"Payerne";1530;0;"Payerne";"VD";6.937;46.820
"Pazzallo";6912;0;"Lugano";"TI";8.942;45.983
"Peccia";6695;0;"Lavizzara";"TI";8.648;46.407
"Pedrinate";6832;0;"Chiasso";"TI";9.013;45.826
"Peiden";7110;0;"Lumnezia";"GR";9.195;46.719
"Peist";7029;0;"Arosa";"GR";9.672;46.834
"Peney-le-Jorat";1059;0;"Jorat-Menthue";"VD";6.727;46.634
"Pensier";1783;0;"Barberêche";"FR";7.135;46.844
"Penthalaz";1305;0;"Penthalaz";"VD";6.529;46.614
"Penthaz";1303;0;"Penthaz";"VD";6.538;46.600
"Penthéréaz";1375;0;"Penthéréaz";"VD";6.603;46.682
"Perlen";6035;0;"Buchrain";"LU";8.359;47.110
"Perly";1258;0;"Perly-Certoux";"GE";6.087;46.156
"Perrefitte";2742;0;"Perrefitte";"BE";7.341;47.274
"Perroy";1166;0;"Perroy";"VD";6.365;46.467
"Personico";6744;0;"Personico";"TI";8.918;46.370
"Peseux";2034;0;"Peseux";"NE";6.888;46.987
"Petit Vichères (Liddes)";1945;12;"Liddes";"VS";7.166;45.993
"Petit-Lancy";1213;0;"Lancy";"GE";6.117;46.189
"Petit-Martel";2316;2;"Les Ponts-de-Martel";"NE";6.751;47.010
"Peyres-Possens";1063;4;"Montanaire";"VD";6.706;46.663
"Pfaffhausen";8118;0;"Fällanden";"ZH";8.625;47.364
"Pfaffnau";6264;0;"Pfaffnau";"LU";7.900;47.226
"Pfeffikon LU";5735;0;"Rickenbach (LU)";"LU";8.172;47.249
"Pfeffingen";4148;0;"Pfeffingen";"BL";7.580;47.457
"Pfungen";8422;0;"Pfungen";"ZH";8.645;47.513
"Pfyn";8505;0;"Pfyn";"TG";8.954;47.599
"Pfäfers";7312;0;"Pfäfers";"SG";9.488;46.964
"Pfäfers";7312;0;"Pfäfers";"SG";9.504;46.991
"Pfäffikon SZ";8808;0;"Freienbach";"SZ";8.778;47.200
"Pfäffikon ZH";8330;0;"Pfäffikon";"ZH";8.781;47.365
"Piandera Paese";6959;5;"Lugano";"TI";9.039;46.082
"Piandera Paese";6959;5;"Lugano";"TI";9.031;46.079
"Pianezzo";6582;0;"Pianezzo";"TI";9.031;46.169
"Piano di Peccia";6695;1;"Lavizzara";"TI";8.608;46.413
"Piazzogna";6579;0;"Gambarogno";"TI";8.825;46.135
"Pierrafortscha";1723;4;"Pierrafortscha";"FR";7.185;46.787
"Pieterlen";2542;0;"Pieterlen";"BE";7.328;47.174
"Pignia";7443;0;"Andeer";"GR";9.441;46.613
"Pigniu";7156;1;"Ilanz/Glion";"GR";9.118;46.810
"Piotta";6776;0;"Quinto";"TI";8.673;46.514
"Pitasch";7111;0;"Ilanz/Glion";"GR";9.219;46.730
"Pizy";1174;2;"Aubonne";"VD";6.347;46.493
"Plaffeien";1716;0;"Plaffeien";"FR";7.286;46.742
"Plagne";2536;0;"Sauge";"BE";7.287;47.188
"Plan-les-Ouates";1228;0;"Plan-les-Ouates";"GE";6.115;46.168
"Planken";9498;0;"Planken";"LI";9.545;47.185
"Plasselb";1737;0;"Plasselb";"FR";7.251;46.735
"Platta";7185;0;"Medel (Lucmagn)";"GR";8.854;46.658
"Plaun da Lej";7517;0;"Sils im Engadin/Segl";"GR";9.724;46.421
"Pleigne";2807;0;"Pleigne";"JU";7.294;47.407
"Pleujouse";2953;3;"La Baroche";"JU";7.210;47.413
"Plons";8889;0;"Mels";"SG";9.399;47.057
"Pohlern";3638;1;"Pohlern";"BE";7.535;46.725
"Poliez-Pittet";1041;32;"Poliez-Pittet";"VD";6.682;46.627
"Poliez-le-Grand";1041;31;"Montilliez";"VD";6.663;46.638
"Pollegio";6742;0;"Pollegio";"TI";8.941;46.365
"Pompaples";1318;0;"Pompaples";"VD";6.511;46.666
"Pomy";1405;0;"Pomy";"VD";6.669;46.759
"Pont (Veveyse)";1699;2;"Le Flon";"FR";6.853;46.589
"Pont-de-la-Morge (Sion)";1962;0;"Sion";"VS";7.318;46.226
"Pont-la-Ville";1649;0;"Pont-la-Ville";"FR";7.111;46.700
"Ponte Capriasca";6946;0;"Ponte Capriasca";"TI";8.943;46.063
"Ponte Capriasca";6946;0;"Ponte Capriasca";"TI";9.065;46.124
"Ponte Cremenaga";6996;0;"Monteggio";"TI";8.800;45.992
"Ponte Tresa";6988;0;"Ponte Tresa";"TI";8.858;45.972
"Pontenet";2733;0;"Valbirse";"BE";7.254;47.238
"Ponthaux";1772;2;"Ponthaux";"FR";7.040;46.815
"Ponto Valentino";6724;0;"Acquarossa";"TI";8.935;46.483
"Pontresina";7504;0;"Pontresina";"GR";9.907;46.492
"Porrentruy";2900;0;"Porrentruy";"JU";7.076;47.415
"Porsel";1699;0;"Le Flon";"FR";6.866;46.599
"Porsel";1699;0;"Le Flon";"FR";6.885;46.595
"Port";2562;0;"Port";"BE";7.255;47.117
"Portalban";1568;0;"Delley-Portalban";"FR";6.955;46.917
"Portein";7423;2;"Cazis";"GR";9.406;46.710
"Porto Ronco";6613;0;"Ronco sopra Ascona";"TI";8.725;46.140
"Porza";6948;0;"Porza";"TI";8.949;46.026
"Posat";1726;4;"Farvagny";"FR";7.057;46.738
"Poschiavo";7742;0;"Poschiavo";"GR";10.06;46.325
"Posieux";1725;0;"Hauterive (FR)";"FR";7.095;46.762
"Praden";7063;0;"Tschiertschen-Praden";"GR";9.584;46.823
"Pragg-Jenaz";7231;0;"Jenaz";"GR";9.703;46.940
"Prahins";1408;0;"Donneloye";"VD";6.740;46.735
"Prangins";1197;0;"Prangins";"VD";6.249;46.394
"Praratoud";1528;2;"Surpierre";"FR";6.847;46.734
"Prato (Leventina)";6773;0;"Prato (Leventina)";"TI";8.756;46.482
"Prato-Sornico";6694;0;"Lavizzara";"TI";8.654;46.396
"Pratteln";4133;0;"Pratteln";"BL";7.688;47.515
"Pratval";7415;2;"Domleschg";"GR";9.448;46.732
"Pravidondaz (Salins)";1991;3;"Sion";"VS";7.354;46.212
"Praz (Vully)";1788;0;"Bas-Vully";"FR";7.097;46.953
"Praz-de-Fort";1943;0;"Orsières";"VS";7.125;45.990
"Preda";7482;1;"Bergün/Bravuogn";"GR";9.777;46.590
"Pregassona";6963;0;"Lugano";"TI";8.971;46.021
"Premier";1324;0;"Premier";"VD";6.445;46.704
"Preonzo";6523;0;"Preonzo";"TI";9.002;46.263
"Presinge";1243;0;"Presinge";"GE";6.255;46.218
"Prez-vers-Noréaz";1746;0;"Prez-vers-Noréaz";"FR";7.015;46.785
"Prez-vers-Siviriez";1677;0;"Siviriez";"FR";6.874;46.638
"Prilly";1008;0;"Prilly";"VD";6.607;46.534
"Pringy";1663;2;"Gruyères";"FR";7.072;46.578
"Produit (Leytron)";1912;2;"Leytron";"VS";7.194;46.186
"Progens";1624;3;"La Verrerie";"FR";6.910;46.583
"Progens";1624;3;"Semsales";"FR";6.949;46.593
"Promasens";1673;0;"Rue";"FR";6.823;46.601
"Promontogno";7606;0;"Bregaglia";"GR";9.556;46.336
"Prosito";6526;0;"Lodrino";"TI";8.984;46.280
"Provence";1428;1;"Provence";"VD";6.726;46.890
"Prugiasco";6723;0;"Acquarossa";"TI";8.931;46.474
"Prugiasco";6723;0;"Acquarossa";"TI";8.931;46.461
"Präz";7424;0;"Cazis";"GR";9.406;46.744
"Préverenges";1028;0;"Préverenges";"VD";6.526;46.518
"Prévondavaux";1410;4;"Prévondavaux";"FR";6.793;46.727
"Prévonloup";1682;0;"Prévonloup";"VD";6.881;46.699
"Prêles";2515;0;"Plateau de Diesse";"BE";7.129;47.099
"Pugerna";6823;0;"Arogno";"TI";8.978;45.978
"Puidoux";1070;0;"Puidoux";"VD";6.783;46.497
"Pully";1009;0;"Pully";"VD";6.662;46.509
"Puplinge";1241;0;"Puplinge";"GE";6.232;46.209
"Pura";6984;0;"Pura";"TI";8.867;45.984
"Purasca";6989;0;"Croglio";"TI";8.852;45.978
"Pusserein";7228;1;"Schiers";"GR";9.710;46.983
"Putz";7224;0;"Luzein";"GR";9.742;46.926
"Péry";2603;0;"Péry-La Heutte";"BE";7.249;47.194
"Quarten";8883;0;"Quarten";"SG";9.236;47.105
"Quartino";6572;0;"Gambarogno";"TI";8.894;46.154
"Quinten";8878;0;"Quarten";"SG";9.217;47.130
"Quinto";6777;0;"Quinto";"TI";8.711;46.511
"Rabius";7172;0;"Sumvitg";"GR";8.955;46.735
"Radelfingen b. Aarberg";3271;0;"Radelfingen";"BE";7.269;47.021
"Rafz";8197;0;"Rafz";"ZH";8.535;47.614
"Rain";6026;0;"Rain";"LU";8.263;47.129
"Ramersberg";6060;2;"Sarnen";"OW";8.231;46.900
"Ramiswil";4719;0;"Mümliswil-Ramiswil";"SO";7.659;47.346
"Ramlinsburg";4433;0;"Ramlinsburg";"BL";7.769;47.449
"Ramosch";7556;0;"Valsot";"GR";10.38;46.834
"Ramosch";7556;0;"Valsot";"GR";10.24;46.901
"Ramsei";3435;0;"Lützelflüh";"BE";7.708;46.998
"Ramsen";8262;0;"Ramsen";"SH";8.813;47.706
"Rancate";6862;0;"Mendrisio";"TI";8.969;45.871
"Rances";1439;0;"Rances";"VD";6.530;46.761
"Randa";3928;0;"Randa";"VS";7.786;46.099
"Randogne";3975;0;"Randogne";"VS";7.510;46.313
"Ranflüh";3439;0;"Lützelflüh";"BE";7.743;46.989
"Ranzo";6577;0;"Gambarogno";"TI";8.771;46.112
"Raperswilen";8558;0;"Raperswilen";"TG";9.046;47.634
"Rapperswil BE";3255;0;"Rapperswil (BE)";"BE";7.405;47.062
"Rapperswil SG";8640;0;"Rapperswil-Jona";"SG";8.818;47.225
"Raron";3942;0;"Raron";"VS";7.796;46.310
"Rasa";6655;3;"Centovalli";"TI";8.654;46.156
"Ravoire";1928;0;"Martigny-Combe";"VS";7.046;46.097
"Realp";6491;0;"Realp";"UR";8.505;46.599
"Realta";7408;1;"Cazis";"GR";9.420;46.755
"Rebeuvelier";2832;0;"Rebeuvelier";"JU";7.409;47.324
"Rebstein";9445;0;"Rebstein";"SG";9.584;47.399
"Rebévelier";2717;2;"Rebévelier";"BE";7.187;47.289
"Recherswil";4565;0;"Recherswil";"SO";7.600;47.160
"Rechthalten";1718;0;"Rechthalten";"FR";7.234;46.766
"Reckingen VS";3998;0;"Reckingen-Gluringen";"VS";8.243;46.472
"Reconvilier";2732;0;"Reconvilier";"BE";7.211;47.235
"Regensberg";8158;0;"Regensberg";"ZH";8.437;47.481
"Regensdorf";8105;0;"Regensdorf";"ZH";8.466;47.432
"Rehetobel";9038;0;"Rehetobel";"AR";9.485;47.427
"Reichenbach im Kandertal";3713;0;"Reichenbach im Kandertal";"BE";7.694;46.626
"Reichenburg";8864;0;"Reichenburg";"SZ";8.973;47.167
"Reiden";6260;0;"Reiden";"LU";7.972;47.243
"Reidermoos";6260;2;"Reiden";"LU";7.990;47.254
"Reigoldswil";4418;0;"Reigoldswil";"BL";7.686;47.400
"Reinach AG";5734;0;"Reinach (AG)";"AG";8.191;47.256
"Reinach BL";4153;0;"Reinach (BL)";"BL";7.590;47.492
"Reisiswil";4919;0;"Reisiswil";"BE";7.846;47.165
"Reitnau";5057;0;"Reitnau";"AG";8.048;47.251
"Rekingen AG";5332;0;"Rekingen (AG)";"AG";8.327;47.569
"Remaufens";1617;0;"Remaufens";"FR";6.878;46.527
"Remetschwil";5453;0;"Remetschwil";"AG";8.331;47.407
"Remigen";5236;0;"Remigen";"AG";8.185;47.518
"Renan BE";2616;0;"Renan (BE)";"BE";6.929;47.127
"Renens VD";1020;0;"Renens (VD)";"VD";6.590;46.536
"Rengg";6162;2;"Entlebuch";"LU";8.091;47.003
"Rennaz";1847;0;"Rennaz";"VD";6.918;46.375
"Retschwil";6285;2;"Hitzkirch";"LU";8.253;47.192
"Reute AR";9411;0;"Berneck";"SG";9.594;47.420
"Reute AR";9411;0;"Reute (AR)";"AR";9.575;47.418
"Reutigen";3647;0;"Reutigen";"BE";7.619;46.693
"Reutlingen (Winterthur)";8404;2;"Winterthur";"ZH";8.748;47.528
"Reverolle";1128;0;"Reverolle";"VD";6.439;46.542
"Rheinau";8462;0;"Rheinau";"ZH";8.608;47.645
"Rheineck";9424;0;"Rheineck";"SG";9.590;47.465
"Rheinfelden";4310;0;"Rheinfelden";"AG";7.807;47.549
"Rheinklingen";8259;3;"Wagenhausen";"TG";8.807;47.675
"Rheinsulz";5084;0;"Laufenburg";"AG";8.086;47.554
"Rhäzüns";7403;0;"Rhäzüns";"GR";9.392;46.797
