"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Le Châtelard VS"|1925|1|"Finhaut"|"VS"|562706|100833|1972|6.956744|46.057994|6214|"VS07"
"Le Châtelard-près-Romont"|1689|0|"Le Châtelard"|"FR"|564777|169694|1973|6.978286|46.677539|2067|"FR02"
"Le Crêt-du-Locle"|2322|0|"La Chaux-de-Fonds"|"NE"|550481|214095|1974|6.786631|47.076017|6421|"NE02"
"Le Crêt-près-Semsales"|1611|0|"La Verrerie"|"FR"|559508|162101|1975|6.910092|46.608939|2338|"FR07"
"Le Fuet"|2712|0|"Saicourt"|"BE"|580764|232621|1976|7.184567|47.244225|706|"BE09"
"Le Grand-Saconnex"|1218|0|"Le Grand-Saconnex"|"GE"|498587|120962|1977|6.123989|46.232453|6623|"GE01"
"Le Landeron"|2525|0|"Le Landeron"|"NE"|571612|211470|1978|7.065017|47.053647|6455|"NE01"
"Le Lieu"|1345|0|"Le Lieu"|"VD"|511462|166899|1979|6.282089|46.647456|5873|"VD04"
"Le Lignon"|1219|0|"Vernier"|"GE"|496335|117865|1980|6.095489|46.204256|6643|"GE01"
"Le Locle"|2400|0|""|""|544673|211563|1981|6.710469|47.052783|6436|"NE02"
"Le Locle"|2400|0|"Le Locle"|"NE"|547645|212133|1982|6.749517|47.058153|6436|"NE02"
"Le Mont-Pèlerin"|1801|0|"Chardonne"|"VD"|553277|147989|1983|6.830192|46.481589|5882|"VD05"
"Le Mont-sur-Lausanne"|1052|0|"Le Mont-sur-Lausanne"|"VD"|538460|156484|1984|6.636117|46.556806|5587|"VD01"
"Le Mouret"|1724|0|"Le Mouret"|"FR"|580068|177799|1985|7.177781|46.751078|2220|"FR04"
"Le Noirmont"|2340|0|"Le Noirmont"|"JU"|563563|230727|1986|6.957531|47.226464|6754|"JU03"
"Le Pont"|1342|0|"L'Abbaye"|"VD"|515274|168750|1987|6.331536|46.664600|5871|"VD04"
"Le Prese"|7746|0|"Poschiavo"|"GR"|803540|130289|1988|10.080494|46.293169|3561|"GR06"
"Le Prédame"|2714|2|"Les Genevez (JU)"|"JU"|574901|234119|1989|7.107044|47.257503|6748|"JU03"
"Le Prévoux"|2400|2|"Le Locle"|"NE"|544018|209915|1990|6.702053|47.037906|6436|"NE02"
"Le Pâquier NE"|2058|0|"Val-de-Ruz"|"NE"|565699|216471|1991|6.986817|47.098350|6487|"NE01"
"Le Pâquier-Montbarry"|1661|0|"Le Pâquier (FR)"|"FR"|570590|160423|1992|7.054850|46.594422|2145|"FR03"
"Le Sentier"|1347|0|"Le Chenit"|"VD"|507560|162607|1993|6.231989|46.608322|5872|"VD04"
"Le Solliat"|1347|1|"Le Chenit"|"VD"|507772|163876|1994|6.234500|46.619767|5872|"VD04"
"Le Séchey"|1345|1|"Le Lieu"|"VD"|512853|168289|1995|6.299992|46.660142|5873|"VD04"
"Le Sépey"|1863|0|"Ormont-Dessous"|"VD"|570221|134561|1996|7.051700|46.361764|5410|"VD05"
"Le Trétien"|1923|2|"Salvan"|"VS"|565960|105595|1997|6.998444|46.101000|6218|"VS07"
"Le Vaud"|1261|33|"Le Vaud"|"VD"|507536|148041|1998|6.234592|46.477306|5430|"VD04"
"Leggia"|6556|0|"Leggia"|"GR"|733057|124744|1999|9.164456|46.260956|3833|"GR09"
"Leibstadt"|5325|0|"Leibstadt"|"AG"|655784|271486|2000|8.180269|47.591692|4311|"AG12"
"Leimbach AG"|5733|0|"Leimbach (AG)"|"AG"|655344|236254|2001|8.170056|47.274864|4137|"AG06"
"Leimbach TG"|8584|0|"Bürglen (TG)"|"TG"|731802|269439|2002|9.190072|47.562425|4911|"TG08"
"Leimiswil"|4935|0|"Madiswil"|"BE"|624455|222044|2003|7.761067|47.148917|332|"BE07"
"Leissigen"|3706|0|"Leissigen"|"BE"|625583|167137|2004|7.772856|46.654975|585|"BE05"
"Lenggenwil"|9525|0|"Niederhelfenschwil"|"SG"|728704|259669|2005|9.146094|47.475192|3423|"SG08"
"Lengnau AG"|5426|0|"Lengnau (AG)"|"AG"|666541|263881|2006|8.322133|47.522297|4312|"AG12"
"Lengnau BE"|2543|0|"Lengnau (BE)"|"BE"|594735|225716|2007|7.369178|47.182375|387|"BE08"
"Lengwil"|8574|3|"Lengwil"|"TG"|731763|276491|2008|9.191644|47.625842|4683|"TG05"
"Lengwil"|8574|3|"Lengwil"|"TG"|733159|275498|2009|9.209914|47.616631|4683|"TG05"
"Lenk im Simmental"|3775|0|"Lenk"|"BE"|600174|145014|2010|7.440903|46.456456|792|"BE04"
"Lens"|1978|0|"Lens"|"VS"|600521|125281|2011|7.445397|46.278944|6240|"VS05"
"Lentigny"|1745|0|"La Brillaz"|"FR"|566731|178859|2012|7.003158|46.760081|2234|"FR04"
"Lenzburg"|5600|0|"Lenzburg"|"AG"|656345|249339|2013|8.184928|47.392464|4191|"AG05"
"Lenzerheide/Lai"|7078|0|"Vaz/Obervaz"|"GR"|762069|177700|2014|9.559153|46.730786|3506|"GR07"
"Leontica"|6716|2|"Acquarossa"|"TI"|713984|146398|2015|8.922444|46.459214|5048|"TI01"
"Les Acacias"|1227|4|"Genève"|"GE"|499221|116622|2016|6.133142|46.193514|6608|"GE01"
"Les Agettes"|1992|0|"Les Agettes"|"VS"|595209|117439|2017|7.376561|46.208386|6081|"VS06"
"Les Avanchets"|1220|0|"Vernier"|"GE"|497404|119692|2018|6.108936|46.220850|6643|"GE01"
"Les Avants"|1833|0|"Montreux"|"VD"|561906|144762|2019|6.942822|46.453108|5886|"VD05"
"Les Bayards"|2127|0|"Val-de-Travers"|"NE"|530036|196603|2020|6.520150|46.916842|6512|"NE02"
"Les Bioux"|1346|0|"L'Abbaye"|"VD"|510824|164099|2021|6.274300|46.622186|5871|"VD04"
"Les Bois"|2336|0|"Les Bois"|"JU"|559558|225209|2022|6.905147|47.176600|6742|"JU03"
"Les Brenets"|2416|0|"Les Brenets"|"NE"|544312|213213|2023|6.705517|47.067594|6431|"NE02"
"Les Breuleux"|2345|0|"Les Breuleux"|"JU"|567040|229169|2024|7.003553|47.212633|6744|"JU03"
"Les Charbonnières"|1343|0|"Le Lieu"|"VD"|513895|169010|2025|6.313469|46.666761|5873|"VD04"
"Les Clées"|1356|0|"Les Clées"|"VD"|525409|176058|2026|6.462767|46.731544|5750|"VD03"
"Les Collons"|1988|2|"Vex"|"VS"|595950|114854|2027|7.386183|46.185136|6089|"VS06"
"Les Crosets"|1873|3|"Val-d'Illiez"|"VS"|553726|115074|2028|6.839311|46.185539|6157|"VS08"
"Les Cullayes"|1080|0|"Servion"|"VD"|547320|158225|2029|6.751453|46.573222|5799|"VD02"
"Les Diablerets"|1865|0|"Ormont-Dessus"|"VD"|578332|133191|2030|7.157153|46.349753|5411|"VD05"
"Les Ecasseys"|1697|2|"Vuisternens-devant-Romont"|"FR"|559457|163586|2031|6.909297|46.622292|2113|"FR02"
"Les Ecorcheresses"|2748|2|"Petit-Val"|"BE"|587970|236223|2032|7.279647|47.276794|716|"BE09"
"Les Emibois"|2338|0|"Muriaux"|"JU"|565718|231353|2033|6.985936|47.232211|6753|"JU03"
"Les Enfers"|2363|0|"Les Enfers"|"JU"|570166|237533|2034|7.044261|47.288011|6745|"JU03"
"Les Evouettes"|1897|3|"Port-Valais"|"VS"|556776|134722|2035|6.876992|46.362483|6154|"VS08"
"Les Friques"|1566|2|"Saint-Aubin (FR)"|"FR"|565667|194790|2036|6.988033|46.903331|2041|"FR01"
"Les Geneveys-sur-Coffrane"|2206|0|"Val-de-Ruz"|"NE"|554984|207028|2037|6.846619|47.012772|6487|"NE01"
"Les Genevez JU"|2714|0|"Les Genevez (JU)"|"JU"|576668|234338|2038|7.130378|47.259536|6748|"JU03"
"Les Giettes"|1871|2|"Monthey"|"VS"|562580|119509|2039|6.953625|46.225983|6153|"VS08"
"Les Granges (Salvan)"|1922|1|"Salvan"|"VS"|567788|108587|2040|7.021878|46.128006|6218|"VS07"
"Les Haudères"|1984|0|"Evolène"|"VS"|605238|103289|2041|7.506347|46.081094|6083|"VS06"
"Les Hauts-Geneveys"|2208|0|"Val-de-Ruz"|"NE"|557067|210971|2042|6.873639|47.048378|6487|"NE01"
"Les Marécottes"|1923|0|"Salvan"|"VS"|566789|106871|2043|7.009075|46.112519|6218|"VS07"
"Les Mayens-de-Sion"|1992|1|"Les Agettes"|"VS"|594941|116630|2044|7.373097|46.201106|6081|"VS06"
"Les Monts-de-Corsier"|1808|0|"Corsier-sur-Vevey"|"VD"|556868|149952|2045|6.876769|46.499489|5884|"VD05"
"Les Monts-de-Pully"|1068|0|"Pully"|"VD"|542059|153932|2046|6.683369|46.534172|5590|"VD01"
"Les Mosses"|1862|0|"Ormont-Dessous"|"VD"|574098|138578|2047|7.101853|46.398061|5410|"VD05"
"Les Moulins"|1660|2|"Château-d'Oex"|"VD"|574497|145482|2048|7.106658|46.460181|5841|"VD05"
"Les Moulins VS (Liddes)"|1945|8|"Liddes"|"VS"|579040|94790|2049|7.168069|46.004339|6033|"VS07"
"Les Paccots"|1619|0|"Châtel-Saint-Denis"|"FR"|562053|152499|2050|6.944103|46.522714|2325|"FR07"
"Les Planchettes"|2325|0|"Les Planchettes"|"NE"|549319|217465|2051|6.770953|47.106242|6422|"NE02"
"Les Plans-sur-Bex"|1880|4|"Bex"|"VD"|573369|122883|2052|7.093269|46.256847|5402|"VD05"
"Les Pommerats"|2353|0|"Saignelégier"|"JU"|565819|235732|2053|6.986936|47.271603|6757|"JU03"
"Les Pontins"|2610|3|"Saint-Imier"|"BE"|566472|220155|2054|6.996725|47.131528|432|"BE09"
"Les Ponts-de-Martel"|2316|0|"Les Ponts-de-Martel"|"NE"|546226|205653|2055|6.731608|46.999753|6437|"NE02"
"Les Posses-sur-Bex"|1880|5|"Bex"|"VD"|569887|124427|2056|7.048014|46.270589|5402|"VD05"
"Les Prés-d'Orvin"|2534|2|"Orvin"|"BE"|580336|222709|2057|7.179344|47.155056|438|"BE08"
"Les Rasses"|1452|0|"Bullet"|"VD"|531450|186847|2058|6.540178|46.829236|5552|"VD03"
"Les Reussilles"|2722|0|"Tramelan"|"BE"|573029|230436|2059|7.082533|47.224300|446|"BE09"
"Les Sagnettes"|2124|0|"Val-de-Travers"|"NE"|536045|199014|2060|6.598692|46.939133|6512|"NE02"
"Les Sciernes-d'Albeuve"|1669|3|"Haut-Intyamon"|"FR"|569020|149588|2061|7.035092|46.496886|2121|"FR03"
"Les Taillères"|2406|2|"La Brévine"|"NE"|534368|202537|2062|6.576158|46.970658|6432|"NE02"
"Les Tavernes"|1607|3|"Oron"|"VD"|551839|156143|2063|6.810614|46.554836|5805|"VD02"
"Les Thioleyres"|1607|4|"Oron"|"VD"|551928|154458|2064|6.811950|46.539683|5805|"VD02"
"Les Valettes (Bovernier)"|1932|2|"Bovernier"|"VS"|571834|102747|2065|7.074575|46.075653|6131|"VS07"
"Les Verrières"|2126|0|"Les Verrières"|"NE"|526886|195333|2066|6.479006|46.905081|6511|"NE02"
"Les Vieux-Prés"|2054|2|"Val-de-Ruz"|"NE"|561865|214633|2067|6.936469|47.081608|6487|"NE01"
"Les Vérines (Chamoson)"|1955|2|"Chamoson"|"VS"|581922|117694|2068|7.204392|46.210453|6022|"VS06"
"Lessoc"|1669|2|"Haut-Intyamon"|"FR"|571128|150554|2069|7.062489|46.505669|2121|"FR03"
"Leuggelbach"|8774|0|"Glarus Süd"|"GL"|721918|204096|2070|9.041039|46.976731|1631|"GL01"
"Leuggern"|5316|0|"Leuggern"|"AG"|658547|270214|2071|8.216833|47.580011|4313|"AG12"
"Leuk Stadt"|3953|0|"Leuk"|"VS"|615508|129656|2072|7.639981|46.318122|6109|"VS04"
"Leukerbad"|3954|0|"Leukerbad"|"VS"|615101|136426|2073|7.634917|46.379033|6111|"VS04"
"Leutwil"|5725|0|"Leutwil"|"AG"|655748|240174|2074|8.175883|47.310086|4138|"AG06"
"Leuzigen"|3297|0|"Leuzigen"|"BE"|601193|224687|2075|7.454372|47.173139|388|"BE08"
"Levron"|1942|0|"Vollèges"|"VS"|578609|105201|2076|7.162033|46.097975|6036|"VS07"
"Leysin"|1854|0|"Leysin"|"VD"|567194|132339|2077|7.012525|46.341636|5407|"VD05"
"Leytron"|1912|0|"Leytron"|"VS"|582707|115180|2078|7.214656|46.187858|6135|"VS07"
"Li Curt"|7745|0|"Poschiavo"|"GR"|802100|132191|2079|10.062642|46.310706|3561|"GR06"
"Libingen"|9614|0|"Mosnang"|"SG"|719792|243128|2080|9.023464|47.328131|3394|"SG07"
"Lichtensteig"|9620|0|"Lichtensteig"|"SG"|724828|242950|2081|9.090019|47.325597|3374|"SG07"
"Liddes"|1945|0|"Liddes"|"VS"|580326|93310|2082|7.184733|45.991064|6033|"VS07"
"Liebefeld"|3097|0|"Köniz"|"BE"|598260|197626|2083|7.415789|46.929725|355|"BE01"
"Liebistorf"|3213|0|"Gurmels"|"FR"|581449|195212|2084|7.195147|46.907753|2262|"FR05"
"Liedertswil"|4436|2|"Liedertswil"|"BL"|621294|248892|2085|7.720664|47.390508|2892|"BL04"
"Lieffrens"|1688|2|"Vuisternens-devant-Romont"|"FR"|558930|165194|2086|6.902272|46.636725|2113|"FR02"
"Lieli LU"|6277|2|"Hohenrain"|"LU"|665162|229110|2087|8.298767|47.209714|1032|"LU05"
"Lienz"|9464|2|"Altstätten"|"SG"|757169|238477|2088|9.516128|47.278464|3256|"SG03"
"Liesberg"|4253|0|"Liesberg"|"BL"|599630|249415|2089|7.433736|47.395558|2788|"BL05"
"Liesberg Dorf"|4254|0|"Liesberg"|"BL"|599093|250503|2090|7.426622|47.405342|2788|"BL05"
"Liestal"|4410|0|"Liestal"|"BL"|621286|259441|2091|7.721058|47.485386|2829|"BL02"
"Liez (St-Martin)"|1969|2|"Saint-Martin (VS)"|"VS"|600951|112223|2092|7.450950|46.161481|6087|"VS06"
"Ligerz"|2514|0|"Ligerz"|"BE"|576974|215027|2093|7.135406|47.085850|740|"BE08"
"Lignerolle"|1357|0|"Lignerolle"|"VD"|524934|177016|2094|6.456394|46.740106|5755|"VD03"
"Lignières"|2523|0|"Lignières"|"NE"|571656|214486|2095|7.065406|47.080778|6456|"NE01"
"Ligornetto"|6853|0|"Mendrisio"|"TI"|717639|80153|2096|8.953369|45.862789|5254|"TI04"
"Limpach"|3317|0|"Fraubrunnen"|"BE"|604496|217411|2097|7.497869|47.107678|538|"BE01"
"Lindau"|8315|0|"Lindau"|"ZH"|693408|255327|2098|8.677017|47.442103|176|"ZH10"
"Linden"|3673|0|"Linden"|"BE"|618277|188741|2099|7.678272|46.849553|614|"BE03"
"Linescio"|6682|0|"Linescio"|"TI"|688163|129172|2100|8.583100|46.308167|5315|"TI02"
"Linthal"|8783|0|"Glarus Süd"|"GL"|718633|197390|2101|8.996125|46.917014|1631|"GL01"
"Lipperswil"|8564|5|"Wäldi"|"TG"|721464|275332|2102|9.054347|47.617408|4701|"TG05"
"Lippoldswilen"|8566|5|"Kemmental"|"TG"|725862|274583|2103|9.112619|47.609844|4666|"TG05"
"Littenheid"|9573|0|"Sirnach"|"TG"|718251|255400|2104|9.006325|47.438767|4761|"TG06"
"Litzirüti"|7058|0|"Arosa"|"GR"|772711|185658|2105|9.701322|46.799672|3921|"GR01"
"Lobsigen"|3268|0|"Seedorf (BE)"|"BE"|588974|208428|2106|7.293594|47.026800|312|"BE08"
"Loc"|3960|3|"Randogne"|"VS"|605736|126886|2107|7.513075|46.293358|6243|"VS05"
"Locarno"|6605|0|"Locarno"|"TI"|703829|115230|2108|8.783325|46.180531|5113|"TI02"
"Locarno"|6600|0|"Locarno"|"TI"|702472|115757|2109|8.765869|46.185478|5113|"TI02"
"Locarno"|6600|0|"Locarno"|"TI"|704611|113898|2110|8.793153|46.168428|5113|"TI02"
"Loco"|6661|0|"Isorno"|"TI"|695183|117526|2111|8.671839|46.202458|5137|"TI02"
"Lodano"|6678|2|"Maggia"|"TI"|695893|123686|2112|8.682300|46.257764|5317|"TI02"
"Lodrino"|6527|0|"Lodrino"|"TI"|718663|128977|2113|8.978886|46.301719|5285|"TI01"
"Lohn GR"|7433|3|"Lohn (GR)"|"GR"|752293|168786|2114|9.428342|46.652931|3708|"GR08"
"Lohn SH"|8235|0|"Lohn (SH)"|"SH"|692421|290263|2115|8.671203|47.756403|2917|"SH01"
"Lohn-Ammannsegg"|4573|0|"Lohn-Ammannsegg"|"SO"|606730|224704|2116|7.527411|47.173258|2526|"SO01"
"Lohnstorf"|3127|2|"Lohnstorf"|"BE"|605510|183959|2117|7.510822|46.806764|874|"BE01"
"Lommis"|9506|0|"Lommis"|"TG"|717606|264069|2118|9.000061|47.516833|4741|"TG06"
"Lommiswil"|4514|0|"Lommiswil"|"SO"|601894|230168|2119|7.463644|47.222439|2551|"SO01"
"Lonay"|1027|0|"Lonay"|"VD"|529584|153210|2120|6.520878|46.526481|5638|"VD02"
"Longirod"|1261|35|"Longirod"|"VD"|509396|149959|2121|6.258433|46.494811|5430|"VD04"
"Lopagno"|6956|0|"Capriasca"|"TI"|719960|104477|2122|8.989433|46.081142|5226|"TI03"
"Lopagno"|6956|0|"Capriasca"|"TI"|720144|108636|2123|8.992878|46.118514|5226|"TI03"
"Lopagno"|6956|0|"Capriasca"|"TI"|719070|103139|2124|8.977592|46.069264|5226|"TI03"
"Losone"|6616|0|"Losone"|"TI"|701951|113856|2125|8.758708|46.168458|5115|"TI02"
"Lossy"|1782|3|"La Sonnaz"|"FR"|575014|186936|2126|7.111139|46.833097|2235|"FR04"
"Lostallo"|6558|0|"Lostallo"|"GR"|734942|130665|2127|9.190611|46.313828|3821|"GR09"
"Lostorf"|4654|0|"Lostorf"|"SO"|638744|248153|2128|7.951708|47.383067|2493|"SO03"
"Lottigna"|6716|3|"Acquarossa"|"TI"|715560|147591|2129|8.943253|46.469672|5048|"TI01"
"Lotzwil"|4932|0|"Lotzwil"|"BE"|627120|227122|2130|7.796508|47.194486|332|"BE07"
"Lourtier"|1948|0|"Bagnes"|"VS"|586774|99785|2131|7.267767|46.049467|6031|"VS07"
"Lovatens"|1682|2|"Lovatens"|"VD"|556130|171511|2132|6.865103|46.693369|5671|"VD03"
"Lovens"|1756|2|"La Brillaz"|"FR"|568032|180274|2133|7.020089|46.772872|2234|"FR04"
"Loveresse"|2732|4|"Loveresse"|"BE"|584872|232570|2134|7.238825|47.243872|706|"BE09"
"Luc (Ayent)"|1966|3|"Ayent"|"VS"|598536|125649|2135|7.419642|46.282256|6082|"VS06"
"Lucelle"|2807|1|"Pleigne"|"JU"|585187|251898|2136|7.242347|47.417722|6719|"JU01"
"Lucens"|1522|0|"Lucens"|"VD"|554071|173411|2137|6.837997|46.710322|5675|"VD03"
"Luchsingen"|8775|1|"Glarus Süd"|"GL"|721537|202971|2138|9.035731|46.966681|1631|"GL01"
"Ludiano"|6721|0|"Serravalle"|"TI"|717668|142108|2139|8.969300|46.419992|5050|"TI01"
"Lufingen"|8426|0|"Lufingen"|"ZH"|687041|260600|2140|8.593647|47.490397|63|"ZH07"
"Lugaggia"|6953|0|"Capriasca"|"TI"|721661|107539|2141|9.012211|46.108375|5226|"TI03"
"Lugaggia"|6953|0|"Capriasca"|"TI"|718453|102091|2142|8.969356|46.059947|5226|"TI03"
"Lugano"|6900|0|"Lugano"|"TI"|717259|96204|2143|8.952464|46.007211|5192|"TI03"
"Lugnez"|2933|3|"Lugnez"|"JU"|574295|259225|2144|7.097597|47.483286|6793|"JU02"
"Lugnorre"|1789|0|"Haut-Vully"|"FR"|571954|199982|2145|7.070228|46.950328|2281|"FR05"
"Luins"|1184|0|"Luins"|"VD"|510414|144566|2146|6.272736|46.446442|5858|"VD04"
"Lully FR"|1470|2|"Lully (FR)"|"FR"|554945|187263|2147|6.848061|46.834983|2025|"FR01"
"Lully VD"|1132|0|"Lully (VD)"|"VD"|525288|150974|2148|6.465253|46.505903|5639|"VD02"
"Lumbrein"|7148|0|"Lumnezia"|"GR"|729964|171828|2149|9.137575|46.685008|3618|"GR12"
"Lumino"|6533|0|"Lumino"|"TI"|725548|121175|2150|9.066128|46.230300|5010|"TI06"
"Lunden"|7222|0|"Schiers"|"GR"|773103|202397|2151|9.712814|46.950078|3962|"GR02"
"Lungern"|6078|0|"Lungern"|"OW"|655563|181669|2152|8.166264|46.783872|1405|"OW01"
"Lupfig"|5242|2|"Lupfig"|"AG"|657596|255006|2153|8.202228|47.443325|4104|"AG03"
"Lupsingen"|4419|0|"Lupsingen"|"BL"|619393|254869|2154|7.695744|47.444325|2830|"BL02"
"Lurtigen"|3215|3|"Lurtigen"|"FR"|579673|197576|2155|7.171731|46.928967|2270|"FR05"
"Lussery-Villars"|1307|0|"Lussery-Villars"|"VD"|530115|165035|2156|6.526006|46.632903|5487|"VD02"
"Lussy FR"|1690|2|"La Folliaz"|"FR"|562192|173879|2157|6.944158|46.715042|2111|"FR02"
"Lussy-sur-Morges"|1167|0|"Lussy-sur-Morges"|"VD"|524163|150741|2158|6.450636|46.503681|5640|"VD02"
"Lustdorf"|8512|2|"Thundorf"|"TG"|716783|267862|2159|8.990133|47.551089|4611|"TG04"
"Lustmühle"|9062|0|"Teufen (AR)"|"AR"|744845|251607|2160|9.357536|47.399347|3024|"AR01"
"Luterbach"|4542|0|"Luterbach"|"SO"|611534|229235|2161|7.590894|47.213947|2527|"SO01"
"Luthern"|6156|0|"Luthern"|"LU"|636409|212185|2162|7.917881|47.059686|1135|"LU03"
"Luthern Bad"|6156|2|"Luthern"|"LU"|637134|208683|2163|7.927136|47.028147|1135|"LU03"
"Lutry"|1095|0|"Lutry"|"VD"|542257|150429|2164|6.686386|46.502678|5606|"VD02"
"Lutzenberg"|9426|0|"Lutzenberg"|"AR"|761226|258626|2165|9.576986|47.458647|3033|"AR01"
"Luven"|7141|0|"Ilanz/Glion"|"GR"|734263|180351|2166|9.196250|46.760808|3619|"GR12"
"Luzein"|7242|0|"Luzein"|"GR"|777009|199168|2167|9.762842|46.920017|3891|"GR03"
"Luzern"|6004|0|"Luzern"|"LU"|665286|212502|2168|8.298003|47.060322|1061|"LU01"
"Luzern"|6014|0|"Luzern"|"LU"|666143|211864|2169|8.309189|47.054500|1061|"LU01"
"Luzern"|6005|0|"Luzern"|"LU"|666619|210189|2170|8.315208|47.039386|1061|"LU01"
"Luzern"|6003|0|"Luzern"|"LU"|665223|211360|2171|8.297008|47.050058|1061|"LU01"
"Luzern"|6015|0|"Luzern"|"LU"|663688|212884|2172|8.277022|47.063914|1061|"LU01"
"Luzern"|6006|0|"Luzern"|"LU"|668000|211639|2173|8.333594|47.052289|1061|"LU01"
"Lyss"|3250|0|"Lyss"|"BE"|590040|213293|2174|7.307511|47.070578|306|"BE08"
"Lyssach"|3421|0|"Lyssach"|"BE"|610451|212706|2175|7.576214|47.065292|415|"BE06"
"Lyssach"|3421|0|"Oberburg"|"BE"|611752|210858|2176|7.593294|47.048647|415|"BE06"
"Längenbühl"|3636|0|"Forst-Längenbühl"|"BE"|607607|178430|2177|7.538203|46.757008|948|"BE03"
"Lätti"|3053|5|"Rapperswil (BE)"|"BE"|599362|209827|2178|7.430242|47.039475|535|"BE01"
"Läufelfingen"|4448|0|"Läufelfingen"|"BL"|631047|249537|2179|7.849878|47.395922|2852|"BL03"
"Léchelles"|1773|0|"Léchelles"|"FR"|567751|186519|2180|7.015969|46.829033|2024|"FR01"
"Löhningen"|8224|0|"Löhningen"|"SH"|683652|283762|2181|8.553042|47.699125|2903|"SH01"
"Lömmenschwil"|9308|0|"Häggenschwil"|"SG"|744612|262586|2182|9.358008|47.498114|3201|"SG01"
"Lü"|7534|0|"Val Müstair"|"GR"|824402|167657|2183|10.369156|46.622442|3847|"GR14"
"Lüchingen"|9450|2|"Altstätten"|"SG"|759557|250663|2184|9.552017|47.387458|3251|"SG03"
"Lüen"|7027|1|"Arosa"|"GR"|765957|189189|2185|9.614167|46.833139|3921|"GR01"
"Lüscherz"|2576|0|"Lüscherz"|"BE"|578185|210664|2186|7.151564|47.046647|497|"BE08"
"Lüsslingen"|4574|1|"Lüsslingen-Nennigkofen"|"SO"|605206|226512|2187|7.507328|47.189536|2464|"SO01"
"Lüterkofen"|4571|1|"Lüterkofen-Ichertswil"|"SO"|605381|223817|2188|7.509606|47.165294|2455|"SO01"
"Lüterswil"|4584|2|"Lüterswil-Gächliwil"|"SO"|599854|218743|2189|7.436714|47.119675|2456|"SO02"
"Lütisburg"|9604|0|"Lütisburg"|"SG"|724336|250748|2190|9.085678|47.395811|3393|"SG07"
"Lütisburg Station"|9601|0|"Lütisburg"|"SG"|723100|249507|2191|9.068969|47.384886|3393|"SG07"
"Lütschental"|3816|0|"Lütschental"|"BE"|639063|165221|2192|7.948794|46.637089|576|"BE05"
"Lützelflüh-Goldbach"|3432|0|"Lützelflüh"|"BE"|618694|205626|2193|7.684433|47.001425|955|"BE06"
"Macolin"|2532|0|"Evilard"|"BE"|583166|221255|2194|7.216717|47.142056|372|"BE08"
"Madetswil"|8322|0|"Russikon"|"ZH"|702459|251919|2195|8.796211|47.410108|178|"ZH10"
"Madiswil"|4934|0|"Madiswil"|"BE"|627353|224108|2196|7.799400|47.167367|332|"BE07"
"Madonna del Piano"|6995|2|"Croglio"|"TI"|708057|94035|2197|8.833194|45.989236|5202|"TI03"
"Madrano"|6780|2|"Airolo"|"TI"|691375|153565|2198|8.629594|46.527142|5061|"TI01"
"Madulain"|7523|0|"Madulain"|"GR"|796467|152753|2199|9.998272|46.497244|3783|"GR05"
"Madulain"|7523|0|"Madulain"|"GR"|791362|162629|2200|9.935906|46.587519|3783|"GR05"
"Magadino"|6573|0|"Gambarogno"|"TI"|709611|111674|2201|8.857358|46.147631|5398|"TI02"
"Magden"|4312|0|"Magden"|"AG"|628831|263965|2202|7.821458|47.525789|4253|"AG08"
"Maggia"|6673|0|"Maggia"|"TI"|697918|122497|2203|8.708308|46.246778|5317|"TI02"
"Magliaso"|6983|0|"Magliaso"|"TI"|712179|93337|2204|8.886214|45.982289|5193|"TI03"
"Maglio di Colla"|6959|0|"Lugano"|"TI"|724529|105403|2205|9.048728|46.088642|5192|"TI03"
"Magnedens"|1727|2|"Corpataux-Magnedens"|"FR"|572690|176827|2206|7.081281|46.742072|2184|"FR04"
"Maienfeld"|7304|0|"Maienfeld"|"GR"|759132|208449|2207|9.531478|47.007994|3953|"GR02"
"Mairengo"|6763|1|"Faido"|"TI"|703585|149366|2208|8.787767|46.487597|5072|"TI01"
"Maisprach"|4464|0|"Maisprach"|"BL"|631097|263825|2209|7.851536|47.524425|2853|"BL03"
"Maladers"|7026|0|"Maladers"|"GR"|761862|189581|2210|9.560650|46.837672|3926|"GR01"
"Malans GR"|7208|0|"Malans"|"GR"|762468|205629|2211|9.574319|46.981828|3954|"GR02"
"Malans SG"|9479|1|"Wartau"|"SG"|754647|217503|2212|9.475611|47.090467|3276|"SG04"
"Malix"|7074|0|"Churwalden"|"GR"|759671|186873|2213|9.530994|46.813850|3911|"GR01"
"Malleray"|2735|4|"Valbirse"|"BE"|586777|231793|2214|7.264011|47.236925|683|"BE09"
"Maloja"|7516|0|"Bregaglia"|"GR"|773642|141704|2215|9.696933|46.404203|3792|"GR05"
"Malters"|6102|0|"Malters"|"LU"|657025|209876|2216|8.188939|47.037464|1062|"LU01"
"Malvaglia"|6713|0|"Serravalle"|"TI"|718838|141440|2217|8.984344|46.413778|5050|"TI01"
"Mamishaus"|3152|0|"Schwarzenburg"|"BE"|595418|184292|2218|7.378606|46.809767|855|"BE01"
"Mammern"|8265|0|"Mammern"|"TG"|711074|278288|2219|8.916911|47.645828|4826|"TG07"
