"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Damvant"|2914|0|"Haute-Ajoie"|"JU"|559098|247002|911|6.897094|47.372586|6809|"JU02"
"Dangio"|6717|0|"Blenio"|"TI"|716277|150363|912|8.953283|46.494481|5049|"TI01"
"Danis"|7163|0|"Breil/Brigels"|"GR"|723455|179560|913|9.054592|46.755783|3981|"GR13"
"Dardagny"|1283|1|"Dardagny"|"GE"|488585|116954|914|5.995314|46.194825|6620|"GE01"
"Dardin"|7164|0|"Breil/Brigels"|"GR"|722740|179770|915|9.045292|46.757803|3981|"GR13"
"Davesco-Soragno"|6964|0|"Lugano"|"TI"|719362|99363|916|8.980406|46.035253|5192|"TI03"
"Davos Clavadel"|7272|0|"Davos"|"GR"|781759|182320|917|9.818464|46.767250|3851|"GR03"
"Davos Dorf"|7260|0|"Davos"|"GR"|783247|187017|918|9.839817|46.809075|3851|"GR03"
"Davos Frauenkirch"|7276|0|"Davos"|"GR"|780094|182162|919|9.796614|46.766281|3851|"GR03"
"Davos Glaris"|7277|0|"Davos"|"GR"|778688|179721|920|9.777264|46.744711|3851|"GR03"
"Davos Monstein"|7278|0|"Davos"|"GR"|778548|176028|921|9.773992|46.711544|3851|"GR03"
"Davos Platz"|7270|0|"Davos"|"GR"|781230|185283|922|9.812714|46.794036|3851|"GR03"
"Davos Wiesen"|7494|0|"Davos"|"GR"|773957|175253|923|9.713683|46.705789|3851|"GR03"
"Davos Wolfgang"|7265|0|"Davos"|"GR"|784295|189601|924|9.854583|46.832017|3851|"GR03"
"Degen"|7145|0|"Lumnezia"|"GR"|732617|174385|925|9.172983|46.707483|3618|"GR12"
"Degersheim"|9113|0|"Degersheim"|"SG"|732932|247999|926|9.198694|47.369414|3401|"SG07"
"Deisswil b. Münchenbuchsee"|3053|2|"Deisswil bei Münchenbuchsee"|"BE"|601141|209589|927|7.453650|47.037333|535|"BE01"
"Deitingen"|4543|0|"Deitingen"|"SO"|614235|229510|928|7.626556|47.216369|2516|"SO01"
"Delley"|1567|0|"Delley-Portalban"|"FR"|564116|195890|929|6.967592|46.913142|2051|"FR01"
"Delémont"|2800|0|"Delémont"|"JU"|591968|245909|930|7.332311|47.363975|6711|"JU01"
"Denens"|1135|0|"Denens"|"VD"|524658|152439|931|6.456808|46.519008|5631|"VD02"
"Denezy"|1410|3|"Montanaire"|"VD"|550007|174492|932|6.784733|46.719756|2038|"FR01"
"Denges"|1026|2|"Denges"|"VD"|530968|152849|933|6.538969|46.523378|5632|"VD02"
"Densbüren"|5026|0|"Densbüren"|"AG"|646472|255968|934|8.054856|47.452856|4004|"AG01"
"Derendingen"|4552|0|"Derendingen"|"SO"|611586|227347|935|7.591531|47.196967|2517|"SO01"
"Detligen"|3036|0|"Radelfingen"|"BE"|587387|205645|936|7.272794|47.001739|309|"BE08"
"Dettighofen"|8505|2|"Pfyn"|"TG"|713870|275088|937|8.953292|47.616575|4841|"TG07"
"Dettighofen (Lengwil)"|8574|4|"Lengwil"|"TG"|732722|275882|938|9.204217|47.620172|4683|"TG05"
"Develier"|2802|0|"Develier"|"JU"|589405|245219|939|7.298400|47.357733|6712|"JU01"
"Dicken"|9115|0|"Neckertal"|"SG"|732461|244337|940|9.191378|47.336581|3378|"SG07"
"Diegten"|4457|0|"Diegten"|"BL"|628243|251594|941|7.812867|47.414550|2884|"BL04"
"Dielsdorf"|8157|0|"Dielsdorf"|"ZH"|676073|258874|942|8.447825|47.476233|86|"ZH06"
"Diemerswil"|3053|3|"Diemerswil"|"BE"|599238|207452|943|7.428614|47.018111|535|"BE01"
"Diemtigen"|3754|0|"Diemtigen"|"BE"|609411|166447|944|7.561569|46.649192|762|"BE03"
"Diepflingen"|4442|0|"Diepflingen"|"BL"|630003|254925|945|7.836411|47.444431|2845|"BL03"
"Diepoldsau"|9444|0|"Diepoldsau"|"SG"|767535|250655|946|9.657631|47.385406|3234|"SG03"
"Dierikon"|6036|0|"Dierikon"|"LU"|670848|216682|947|8.371864|47.097347|1053|"LU01"
"Diesbach GL"|8777|0|"Glarus Süd"|"GL"|721544|201331|948|9.035386|46.951931|1631|"GL01"
"Diessbach b. Büren"|3264|0|"Diessbach bei Büren"|"BE"|594450|217327|949|7.365519|47.106917|385|"BE08"
"Diesse"|2517|0|"Plateau de Diesse"|"BE"|575621|217968|950|7.117428|47.112256|726|"BE09"
"Diessenhofen"|8253|0|"Diessenhofen"|"TG"|698662|282195|951|8.752622|47.682947|4545|"TG03"
"Dieterswil"|3256|0|"Rapperswil (BE)"|"BE"|598966|211576|952|7.425028|47.055208|310|"BE08"
"Dietfurt"|9615|0|"Bütschwil-Ganterschwil"|"SG"|723260|244087|953|9.069594|47.336117|3395|"SG07"
"Dietikon"|8953|0|"Dietikon"|"ZH"|672866|250205|954|8.403872|47.398633|243|"ZH01"
"Dietlikon"|8305|0|"Dietlikon"|"ZH"|688671|253498|955|8.613861|47.426311|54|"ZH07"
"Dietschwil"|9533|1|"Kirchberg (SG)"|"SG"|719282|253567|956|9.019500|47.422097|3392|"SG08"
"Dietwil"|6042|0|"Dietwil"|"AG"|672566|222376|957|8.395406|47.148375|4231|"AG07"
"Dinhard"|8474|0|"Dinhard"|"ZH"|699835|268445|958|8.765147|47.559125|216|"ZH09"
"Dino"|6967|0|"Lugano"|"TI"|719365|101385|959|8.980958|46.053439|5192|"TI03"
"Dintikon"|5606|0|"Dintikon"|"AG"|659542|245967|960|8.226822|47.361856|4194|"AG05"
"Diolly (Savièse)"|1965|10|"Savièse"|"VS"|592683|120738|961|7.343778|46.238039|6265|"VS06"
"Disentis/Mustér"|7180|0|"Disentis/Mustér"|"GR"|708544|173420|962|8.858008|46.703156|3982|"GR13"
"Dittingen"|4243|0|"Dittingen"|"BL"|604199|254404|963|7.494303|47.440417|2784|"BL05"
"Dizy"|1304|2|"Dizy"|"VD"|527843|165361|964|6.496289|46.635592|5477|"VD02"
"Domat/Ems"|7013|0|"Domat/Ems"|"GR"|754381|188757|965|9.462342|46.832042|3722|"GR11"
"Dombresson"|2056|0|"Val-de-Ruz"|"NE"|563690|213641|966|6.960581|47.072789|6487|"NE01"
"Domdidier"|1564|0|"Domdidier"|"FR"|567726|190491|967|7.015361|46.864761|2013|"FR01"
"Dommartin"|1041|21|"Montilliez"|"VD"|543665|166823|968|6.702725|46.650267|5804|"VD02"
"Dompierre FR"|1563|0|"Dompierre (FR)"|"FR"|565676|189200|969|6.988572|46.853047|2014|"FR01"
"Dompierre VD"|1682|3|"Dompierre (VD)"|"VD"|557476|173174|970|6.882544|46.708417|5671|"VD03"
"Donat"|7433|0|"Donat"|"GR"|752584|166078|971|9.431244|46.628514|3708|"GR08"
"Donatyre"|1580|3|"Avenches"|"VD"|570983|191796|972|7.057994|46.876650|5451|"VD03"
"Dongio"|6715|0|"Acquarossa"|"TI"|716479|144255|973|8.954378|46.439511|5048|"TI01"
"Donneloye"|1407|0|"Donneloye"|"VD"|544790|177352|974|6.716156|46.745069|5903|"VD03"
"Donzhausen"|8583|2|"Sulgen"|"TG"|732465|268625|975|9.198636|47.554975|4506|"TG02"
"Doppleschwand"|6112|0|"Doppleschwand"|"LU"|646895|207726|976|8.055439|47.018919|1001|"LU04"
"Dorf"|8458|0|"Dorf"|"ZH"|690640|269775|977|8.643264|47.572419|26|"ZH08"
"Dornach"|4143|0|"Dornach"|"SO"|613940|258391|978|7.623561|47.476142|2473|"SO05"
"Dorénaz"|1905|0|"Dorénaz"|"VS"|569344|110905|979|7.041858|46.148928|6212|"VS07"
"Dotnacht"|8566|2|"Kemmental"|"TG"|728082|273313|980|9.141769|47.597994|4666|"TG05"
"Dottikon"|5605|0|"Dottikon"|"AG"|660588|248402|981|8.240997|47.383661|4065|"AG10"
"Dotzigen"|3293|0|"Dotzigen"|"BE"|592939|218969|982|7.345589|47.121669|386|"BE08"
"Dozwil"|8582|0|"Dozwil"|"TG"|741792|271253|983|9.323353|47.576656|4406|"TG01"
"Dranse (Liddes)"|1945|4|"Liddes"|"VS"|579997|93166|984|7.180494|45.989758|6033|"VS07"
"Dreien"|9612|0|"Mosnang"|"SG"|719105|248234|985|9.015733|47.374172|3394|"SG07"
"Drône (Savièse)"|1965|8|"Savièse"|"VS"|594470|123171|986|7.366917|46.259942|6265|"VS06"
"Duggingen"|4202|0|"Duggingen"|"BL"|613156|255898|987|7.613086|47.453733|2785|"BL05"
"Dugny (Leytron)"|1912|4|"Leytron"|"VS"|580258|115350|988|7.182928|46.189322|6135|"VS07"
"Duillier"|1266|0|"Duillier"|"VD"|507300|140448|989|6.233039|46.408978|5715|"VD04"
"Dulliken"|4657|0|"Dulliken"|"SO"|638357|244237|990|7.946247|47.347869|2573|"SO03"
"Dully"|1195|2|"Dully"|"VD"|512080|142644|991|6.294778|46.429372|5852|"VD04"
"Dussnang"|8374|0|"Fischingen"|"TG"|714702|254558|992|8.959069|47.431822|4726|"TG06"
"Duvin"|7112|0|"Ilanz/Glion"|"GR"|735524|175307|993|9.211261|46.715192|3619|"GR12"
"Dägerlen"|8471|2|"Dägerlen"|"ZH"|696324|268591|994|8.718536|47.560961|214|"ZH09"
"Dällikon"|8108|0|"Dällikon"|"ZH"|675125|255223|995|8.434636|47.443508|84|"ZH06"
"Däniken SO"|4658|0|"Däniken"|"SO"|640608|244711|996|7.976081|47.351997|2572|"SO03"
"Dänikon ZH"|8114|0|"Dänikon"|"ZH"|673316|255686|997|8.410731|47.447875|85|"ZH06"
"Därligen"|3707|0|"Därligen"|"BE"|628138|167624|998|7.806264|46.659253|575|"BE05"
"Därstetten"|3763|0|"Därstetten"|"BE"|604369|167508|999|7.495719|46.658789|761|"BE03"
"Dättlikon"|8421|0|"Dättlikon"|"ZH"|689062|264846|1000|8.621308|47.528308|215|"ZH09"
"Dättwil AG"|5405|2|"Baden"|"AG"|664050|255848|1001|8.287908|47.450300|4021|"AG02"
"Démoret"|1415|2|"Démoret"|"VD"|547866|177588|1002|6.756378|46.747439|5921|"VD03"
"Dörflingen"|8239|0|"Dörflingen"|"SH"|696383|284739|1003|8.722831|47.706161|2915|"SH01"
"Döttingen"|5312|0|"Döttingen"|"AG"|661882|268475|1004|8.260917|47.564067|4304|"AG12"
"Dübendorf"|8600|0|"Dübendorf"|"ZH"|688488|249679|1005|8.610681|47.391989|191|"ZH02"
"Düdingen"|3186|0|"Düdingen"|"FR"|581086|188352|1006|7.190667|46.846036|2293|"FR06"
"Dürnten"|8635|0|"Dürnten"|"ZH"|705924|237390|1007|8.838678|47.278903|113|"ZH11"
"Dürrenroth"|3465|0|"Dürrenroth"|"BE"|627144|215375|1008|7.796119|47.088825|952|"BE07"
"Dürrenäsch"|5724|0|"Dürrenäsch"|"AG"|654116|241104|1009|8.154414|47.318586|4134|"AG06"
"Ebersecken"|6245|0|"Ebersecken"|"LU"|637490|225681|1010|7.933228|47.181019|1126|"LU03"
"Ebersol"|9122|2|"Neckertal"|"SG"|729430|245641|1011|9.151661|47.348908|3378|"SG07"
"Ebertswil"|8925|0|"Hausen am Albis"|"ZH"|684168|231177|1012|8.550000|47.226156|4|"ZH05"
"Ebikon"|6030|0|"Ebikon"|"LU"|668465|214924|1013|8.340211|47.081786|1054|"LU01"
"Ebmatingen"|8123|0|"Maur"|"ZH"|690930|245401|1014|8.642153|47.353183|195|"ZH02"
"Ebnat-Kappel"|9642|0|"Ebnat-Kappel"|"SG"|727187|235797|1015|9.119194|47.260822|3352|"SG07"
"Ebnet"|6163|0|"Entlebuch"|"LU"|648543|208057|1016|8.077147|47.021778|1002|"LU04"
"Echallens"|1040|0|"Echallens"|"VD"|538399|165819|1017|6.634075|46.640769|5535|"VD02"
"Echandens"|1026|3|"Echandens"|"VD"|531244|153896|1018|6.542411|46.532825|5632|"VD02"
"Echarlens"|1646|0|"Echarlens"|"FR"|572208|166357|1019|7.075606|46.647872|2131|"FR03"
"Echichens"|1112|0|"Echichens"|"VD"|527877|153179|1020|6.498636|46.526019|5634|"VD02"
"Eclagnens"|1376|2|"Goumoëns"|"VD"|535146|167045|1021|6.591417|46.651489|5541|"VD02"
"Eclépens"|1312|0|"Eclépens"|"VD"|530117|167211|1022|6.525703|46.652475|5482|"VD02"
"Ecoteaux"|1612|0|"Oron"|"VD"|555796|155101|1023|6.862311|46.545736|5805|"VD02"
"Ecublens FR"|1673|4|"Ecublens (FR)"|"FR"|551723|162120|1024|6.808478|46.608592|2097|"FR02"
"Ecublens VD"|1024|0|"Ecublens (VD)"|"VD"|532740|153135|1025|6.562019|46.526131|5635|"VD02"
"Ecuvillens"|1730|0|"Hauterive (FR)"|"FR"|573125|178605|1026|7.086867|46.758083|2233|"FR04"
"Ederswiler"|2813|0|"Ederswiler"|"JU"|592224|252882|1027|7.335581|47.426694|6713|"JU01"
"Edlibach"|6313|2|"Menzingen"|"ZG"|685869|226041|1028|8.571478|47.179744|1704|"ZG01"
"Effingen"|5078|0|"Effingen"|"AG"|649950|260017|1029|8.101425|47.489017|4096|"AG03"
"Effretikon"|8307|0|"Illnau-Effretikon"|"ZH"|694825|252944|1030|8.695294|47.420469|174|"ZH10"
"Egerkingen"|4622|0|"Egerkingen"|"SO"|627037|241764|1031|7.796294|47.326189|2401|"SO03"
"Egg (Flawil)"|9231|0|"Flawil"|"SG"|734778|250543|1032|9.223894|47.391917|3402|"SG08"
"Egg SZ"|8847|0|"Einsiedeln"|"SZ"|701756|224241|1033|8.780628|47.161303|1301|"SZ01"
"Egg b. Zürich"|8132|0|"Egg"|"ZH"|694746|239620|1034|8.691431|47.300656|192|"ZH02"
"Eggenwil"|5445|0|"Eggenwil"|"AG"|668020|246648|1035|8.339144|47.367161|4066|"AG10"
"Eggerberg"|3939|0|"Eggerberg"|"VS"|633998|128625|1036|7.879961|46.308167|6004|"VS03"
"Eggersriet"|9034|0|"Eggersriet"|"SG"|752886|256788|1037|9.465792|47.444111|3212|"SG01"
"Eggiwil"|3537|0|"Eggiwil"|"BE"|627500|191639|1038|7.799372|46.875303|901|"BE06"
"Eglisau"|8193|0|"Eglisau"|"ZH"|681815|269953|1039|8.526025|47.575178|55|"ZH07"
"Egliswil"|5704|0|"Egliswil"|"AG"|656803|244807|1040|8.190419|47.351664|4195|"AG05"
"Egnach"|9322|0|"Egnach"|"TG"|746368|268188|1041|9.383147|47.548094|4411|"TG01"
"Egolzwil"|6243|0|"Egolzwil"|"LU"|642748|226091|1042|8.002631|47.184389|1127|"LU03"
"Ehrendingen"|5420|0|"Ehrendingen"|"AG"|668481|261088|1043|8.347458|47.496981|4049|"AG02"
"Eich"|6205|0|"Eich"|"LU"|655528|222745|1044|8.170822|47.153344|1084|"LU02"
"Eichberg"|9453|0|"Eichberg"|"SG"|757986|245902|1045|9.529539|47.345031|3252|"SG03"
"Eigenthal"|6013|0|"Schwarzenberg"|"LU"|659014|206640|1046|8.214686|47.008183|1066|"LU01"
"Eigergletscher"|3823|2|"Lauterbrunnen"|"BE"|641027|158324|1047|7.973828|46.574931|584|"BE05"
"Eiken"|5074|0|"Eiken"|"AG"|641383|265211|1048|7.988236|47.536322|4161|"AG04"
"Einigen"|3646|0|"Spiez"|"BE"|615858|173157|1049|7.646017|46.709431|768|"BE03"
"Einsiedeln"|8840|0|"Einsiedeln"|"SZ"|699480|220540|1050|8.749800|47.128364|1301|"SZ01"
"Eischoll"|3943|0|"Eischoll"|"VS"|626408|127115|1051|7.781350|46.294925|6194|"VS03"
"Eison (St-Martin)"|1969|5|"Saint-Martin (VS)"|"VS"|602478|111115|1052|7.470711|46.151511|6087|"VS06"
"Eisten"|3922|2|"Eisten"|"VS"|635101|116515|1053|7.893367|46.199175|6282|"VS03"
"Elfingen"|5077|0|"Elfingen"|"AG"|650047|262091|1054|8.102944|47.507661|4097|"AG03"
"Elgg"|8353|0|"Elgg"|"ZH"|707335|261453|1055|8.863094|47.495067|217|"ZH09"
"Ellighausen"|8566|4|"Kemmental"|"TG"|727867|274970|1056|9.139389|47.612936|4666|"TG05"
"Ellikon am Rhein"|8464|0|"Marthalen"|"ZH"|687230|273342|1057|8.598650|47.604958|35|"ZH08"
"Ellikon an der Thur"|8548|0|"Ellikon an der Thur"|"ZH"|704363|268845|1058|8.825394|47.562019|218|"ZH09"
"Elm"|8767|0|"Glarus Süd"|"GL"|732251|197844|1059|9.174989|46.918528|1631|"GL01"
"Elsau"|8352|0|"Elsau"|"ZH"|702955|262351|1060|8.805186|47.503844|219|"ZH09"
"Embd"|3926|0|"Embd"|"VS"|630146|118392|1061|7.829297|46.216300|6283|"VS03"
"Embrach"|8424|0|"Embrach"|"ZH"|687140|261806|1062|8.595194|47.501228|56|"ZH07"
"Emdthal"|3711|0|"Aeschi bei Spiez"|"BE"|618857|167040|1063|7.684983|46.654328|567|"BE02"
"Emmen"|6032|0|"Emmen"|"LU"|665603|214583|1064|8.302478|47.079008|1024|"LU05"
"Emmenbrücke"|6020|0|"Emmen"|"LU"|663418|214369|1065|8.273678|47.077297|1024|"LU05"
"Emmenmatt"|3543|0|"Lauperswil"|"BE"|623523|199707|1066|7.747619|46.948028|903|"BE06"
"Emmetten"|6376|0|"Emmetten"|"NW"|682548|201070|1067|8.523119|46.955575|1504|"NW01"
"Endingen"|5304|0|"Endingen"|"AG"|664704|265491|1068|8.297978|47.536958|4305|"AG12"
"Engelberg"|6390|0|"Engelberg"|"OW"|673650|185459|1069|8.403711|46.816208|1402|"OW01"
"Engelburg"|9032|0|"Gaiserwald"|"SG"|743727|256611|1070|9.344339|47.444583|3442|"SG01"
"Enges"|2073|0|"Enges"|"NE"|567610|211803|1071|7.012322|47.056458|6453|"NE01"
"Enggistein"|3077|0|"Worb"|"BE"|612255|197975|1072|7.599564|46.932753|627|"BE01"
"Engi"|8765|0|"Glarus Süd"|"GL"|730296|204712|1073|9.151297|46.980678|1631|"GL01"
"Engishofen"|8586|8|"Erlen"|"TG"|736288|268876|1074|9.249492|47.556447|4476|"TG02"
"Englisberg"|3086|2|"Wald (BE)"|"BE"|602268|194088|1075|7.468400|46.897897|888|"BE01"
"Engollon"|2063|2|"Val-de-Ruz"|"NE"|560686|209794|1076|6.921367|47.038014|6487|"NE01"
"Engwang"|8556|2|"Wigoltingen"|"TG"|721462|273444|1077|9.053803|47.600431|4951|"TG08"
"Engwilen"|8564|2|"Wäldi"|"TG"|724701|275214|1078|9.097358|47.615739|4701|"TG05"
"Ennenda"|8755|0|"Glarus"|"GL"|724815|210877|1079|9.080969|47.037172|1632|"GL01"
"Ennetaach"|8586|9|"Erlen"|"TG"|733680|268256|1080|9.214664|47.551408|4476|"TG02"
"Ennetbaden"|5408|0|"Ennetbaden"|"AG"|666733|259241|1081|8.323986|47.480547|4026|"AG02"
"Ennetbühl"|9651|0|"Nesslau"|"SG"|734350|233908|1082|9.213244|47.242419|3360|"SG07"
"Ennetbürgen"|6373|0|"Ennetbürgen"|"NW"|673968|204562|1083|8.410978|46.987994|1505|"NW01"
"Ennetmoos"|6372|0|"Ennetmoos"|"NW"|667989|201097|1084|8.331869|46.957469|1506|"NW01"
"Enney"|1667|0|"Bas-Intyamon"|"FR"|572778|157283|1085|7.083589|46.566269|2162|"FR03"
"Entlebuch"|6162|0|"Entlebuch"|"LU"|647625|204763|1086|8.064728|46.992217|1002|"LU04"
"Epagny"|1663|3|"Gruyères"|"FR"|572935|159711|1087|7.085494|46.588117|2135|"FR03"
"Epalinges"|1066|0|"Epalinges"|"VD"|541327|155249|1088|6.673658|46.545956|5584|"VD01"
"Epautheyres"|1417|2|"Essertines-sur-Yverdon"|"VD"|539209|176788|1089|6.643200|46.739511|5520|"VD02"
"Epauvillers"|2885|0|"Clos du Doubs"|"JU"|575584|242753|1090|7.115597|47.335186|6808|"JU02"
"Ependes FR"|1731|0|"Ependes (FR)"|"FR"|577664|178189|1091|7.146300|46.754508|2189|"FR04"
"Ependes VD"|1434|0|"Ependes (VD)"|"VD"|536563|177435|1092|6.608492|46.745083|5914|"VD03"
"Epesses"|1098|0|"Bourg-en-Lavaux"|"VD"|546990|149101|1093|6.748194|46.491125|5613|"VD02"
"Epiquerez"|2886|0|"Clos du Doubs"|"JU"|571221|242047|1094|7.057919|47.328658|6808|"JU02"
"Eppenberg"|5012|4|"Eppenberg-Wöschnau"|"SO"|644180|247510|1095|8.023628|47.376942|2574|"SO03"
"Epsach"|3272|2|"Epsach"|"BE"|583525|213295|1096|7.221739|47.070467|754|"BE08"
"Eptingen"|4458|0|"Eptingen"|"BL"|629079|248435|1097|7.823739|47.386100|2885|"BL04"
"Erde"|1976|0|"Conthey"|"VS"|588580|120923|1098|7.290583|46.239647|6023|"VS06"
"Ergisch"|3947|0|"Ergisch"|"VS"|621148|126655|1099|7.713069|46.290972|6104|"VS04"
"Eriswil"|4952|0|"Eriswil"|"BE"|631296|214204|1100|7.850719|47.078108|953|"BE07"
"Eriz"|3619|0|"Eriz"|"BE"|625560|181992|1101|7.773383|46.788603|924|"BE03"
"Erlach"|3235|0|"Erlach"|"BE"|573914|210163|1102|7.095389|47.041986|492|"BE08"
"Erlen"|8586|0|"Erlen"|"TG"|735129|268168|1103|9.233881|47.550322|4476|"TG02"
"Erlenbach ZH"|8703|0|"Erlenbach (ZH)"|"ZH"|687340|239505|1104|8.593494|47.300644|151|"ZH04"
"Erlenbach im Simmental"|3762|0|"Erlenbach im Simmental"|"BE"|608683|167755|1105|7.552086|46.660969|763|"BE03"
"Erlinsbach"|5018|0|"Erlinsbach (AG)"|"AG"|643616|250540|1106|8.016456|47.404231|4005|"AG01"
"Erlinsbach SO"|5015|0|"Erlinsbach (SO)"|"SO"|642418|250137|1107|8.000547|47.400686|2503|"SO03"
"Ermatingen"|8272|0|"Ermatingen"|"TG"|723302|281205|1108|9.080422|47.669872|4646|"TG05"
"Ermensee"|6294|0|"Ermensee"|"LU"|660898|231086|1109|8.242753|47.227892|1025|"LU05"
"Ermenswil"|8734|0|"Eschenbach (SG)"|"SG"|709820|233721|1110|8.889267|47.245269|3342|"SG06"
"Ernen"|3995|0|"Ernen"|"VS"|654698|138817|1111|8.149850|46.398481|6056|"VS01"
"Ernetschwil"|8725|0|"Gommiswald"|"SG"|718383|233118|1112|9.002189|47.238369|3341|"SG06"
"Erschmatt"|3957|0|"Leuk"|"VS"|619506|130241|1113|7.691911|46.323281|6118|"VS04"
"Erschwil"|4228|0|"Erschwil"|"SO"|607444|246914|1114|7.537194|47.373019|2615|"SO05"
"Ersigen"|3423|0|"Ersigen"|"BE"|611694|216074|1115|7.592664|47.095564|405|"BE06"
"Erstfeld"|6472|0|"Erstfeld"|"UR"|692778|186159|1116|8.654461|46.820114|1206|"UR01"
"Eschen"|9492|0|"Eschen"|"LI"|757709|230755|1117|9.520556|47.208903|9999|"A"
"Eschenbach LU"|6274|0|"Eschenbach (LU)"|"LU"|666888|220575|1118|8.320281|47.132775|1026|"LU05"
"Eschenbach SG"|8733|0|"Eschenbach (SG)"|"SG"|712339|233595|1119|8.922500|47.243714|3342|"SG06"
"Eschenz"|8264|0|"Eschenz"|"TG"|707923|278310|1120|8.874989|47.646553|4806|"TG07"
"Eschert"|2743|0|"Eschert"|"BE"|596990|236078|1121|7.398858|47.275592|692|"BE09"
"Eschikofen"|8553|5|"Hüttlingen"|"TG"|717821|271075|1122|9.004769|47.579794|4590|"TG04"
"Eschlikon TG"|8360|0|"Eschlikon"|"TG"|714778|258317|1123|8.961042|47.465611|4724|"TG06"
"Escholzmatt"|6182|0|"Escholzmatt-Marbach"|"LU"|638262|195923|1124|7.940900|46.913306|1010|"LU04"
"Esmonts"|1670|3|"Ursy"|"FR"|554489|165819|1125|6.844214|46.642058|2102|"FR02"
"Essert FR"|1724|2|"Le Mouret"|"FR"|579048|176353|1126|7.164497|46.738039|2220|"FR04"
"Essert-Pittet"|1435|0|"Essert-Pittet"|"VD"|534660|175533|1127|6.583861|46.727792|5915|"VD03"
"Essert-sous-Champvent"|1443|2|"Champvent"|"VD"|534798|182802|1128|6.584631|46.793189|5905|"VD03"
"Essertes"|1078|0|"Essertes"|"VD"|550199|157002|1129|6.789139|46.562442|5788|"VD02"
"Essertines-sur-Rolle"|1186|0|"Essertines-sur-Rolle"|"VD"|513958|149708|1130|6.317897|46.493156|5856|"VD04"
"Essertines-sur-Yverdon"|1417|0|"Essertines-sur-Yverdon"|"VD"|538786|174441|1131|6.637981|46.718361|5520|"VD02"
"Esslingen"|8133|0|"Egg"|"ZH"|696145|238274|1132|8.709639|47.288350|192|"ZH02"
"Estavannens"|1665|0|"Bas-Intyamon"|"FR"|574167|157223|1133|7.101708|46.565786|2162|"FR03"
"Estavayer-le-Gibloux"|1695|3|"Le Glèbe"|"FR"|568390|174614|1134|7.025167|46.721975|2223|"FR04"
"Estavayer-le-Lac"|1470|0|"Estavayer-le-Lac"|"FR"|554893|188932|1135|6.847217|46.849992|2025|"FR01"
"Estévenens"|1687|3|"Vuisternens-devant-Romont"|"FR"|563104|168556|1136|6.956514|46.667211|2113|"FR02"
"Etagnières"|1037|0|"Etagnières"|"VD"|536657|161316|1137|6.611944|46.600103|5521|"VD02"
"Etoy"|1163|0|"Etoy"|"VD"|521830|148820|1138|6.420569|46.486133|5636|"VD02"
"Ettenhausen TG"|8356|0|"Aadorf"|"TG"|710129|259411|1139|8.899664|47.476244|4551|"TG04"
"Ettingen"|4107|0|"Ettingen"|"BL"|608490|258580|1140|7.551267|47.477933|2768|"BL01"
"Ettiswil"|6218|0|"Ettiswil"|"LU"|643676|222111|1141|8.014489|47.148528|1128|"LU03"
"Etzelkofen"|3306|0|"Fraubrunnen"|"BE"|603190|214830|1142|7.480644|47.084469|538|"BE01"
"Etzgen"|5275|0|"Mettauertal"|"AG"|650176|269400|1143|8.105481|47.573383|4184|"AG03"
"Etziken"|4554|0|"Etziken"|"SO"|615817|226513|1144|7.647336|47.189375|2524|"SO01"
"Etzwilen"|8259|2|"Wagenhausen"|"TG"|703887|279619|1145|8.821592|47.658975|4871|"TG07"
"Euseigne"|1982|0|"Hérémence"|"VS"|598583|113221|1146|7.420289|46.170458|6084|"VS06"
"Euthal"|8844|0|"Einsiedeln"|"SZ"|704596|217000|1147|8.816397|47.095739|1301|"SZ01"
"Evilard"|2533|0|"Evilard"|"BE"|584907|222112|1148|7.239639|47.149808|372|"BE08"
"Evionnaz"|1902|0|"Evionnaz"|"VS"|567949|114196|1149|7.023578|46.178467|6213|"VS08"
"Evolène"|1983|0|"Evolène"|"VS"|604304|106609|1150|7.494306|46.110967|6083|"VS06"
"Eyholz"|3930|2|"Visp"|"VS"|636405|127074|1151|7.911083|46.294089|6297|"VS03"
"Eysins"|1262|0|"Eysins"|"VD"|505069|137185|1152|6.204694|46.379317|5716|"VD04"
"Fahrni b. Thun"|3617|0|"Fahrni"|"BE"|616773|183012|1153|7.658344|46.798058|925|"BE03"
"Fahrwangen"|5615|0|"Fahrwangen"|"AG"|660785|238529|1154|8.242267|47.294844|4196|"AG10"
"Fahrweid"|8951|0|"Weiningen (ZH)"|"ZH"|673988|251369|1155|8.418925|47.408975|251|"ZH01"
"Fahy"|2916|0|"Fahy"|"JU"|563066|252013|1156|6.949217|47.417889|6789|"JU02"
"Faido"|6760|0|"Faido"|"TI"|704376|148402|1157|8.797850|46.478803|5072|"TI01"
"Fajauna"|7226|2|"Schiers"|"GR"|772220|204669|1158|9.702081|46.970736|3962|"GR02"
"Falera"|7153|0|"Falera"|"GR"|736631|185209|1159|9.228689|46.804014|3572|"GR12"
"Fanas"|7215|0|"Grüsch"|"GR"|769480|206116|1160|9.666628|46.984453|3961|"GR02"
"Fankhaus (Trub)"|3557|0|"Trub"|"BE"|635774|202085|1161|7.908725|46.968872|908|"BE06"
